ixDay,Date,Weekday,,SPY.Open,SPY.High,SPY.Low,SPY.Close,SPY.Volume,SPY.Adjusted
1347,5/12/2005,Thursday,91,117.32,117.59,115.95,115.95,95086800,95.09
1348,5/13/2005,Friday,92,116.3,116.62,114.8,115.72,85267000,94.9
1349,5/16/2005,Monday,93,115.7,116.84,115.66,116.8,49207000,95.79
1350,5/17/2005,Tuesday,94,116.41,117.7,116.16,117.58,61071800,96.43
1351,5/18/2005,Wednesday,95,118.09,119.08,118.01,118.79,77944900,97.42
1352,5/19/2005,Thursday,96,119.02,119.41,118.7,119.29,61768100,97.83
1353,5/20/2005,Friday,97,119.34,119.39,118.74,119.12,46345500,97.69
1354,5/23/2005,Monday,98,119.21,120.04,119.19,119.78,51047900,98.23
1355,5/24/2005,Tuesday,99,119.44,119.83,119.2,119.5,50654100,98
1356,5/25/2005,Wednesday,100,119.35,119.87,118.83,119.41,47608800,97.93
1357,5/26/2005,Thursday,101,119.79,120.21,119.62,120.05,43256200,98.45
1358,5/27/2005,Friday,102,120.06,120.25,119.8,120.25,24596100,98.62
1359,5/31/2005,Tuesday,103,120.08,120.17,119.4,119.48,43377200,97.99
1360,6/1/2005,Wednesday,104,119.52,120.92,119.45,120.5,69611000,98.82
1361,6/2/2005,Thursday,105,120.23,120.84,120.1,120.76,39704500,99.04
1362,6/3/2005,Friday,106,120.55,120.89,119.73,120.15,60999400,98.54
1363,6/6/2005,Monday,107,119.95,120.2,119.55,120.04,36046400,98.45
1364,6/7/2005,Tuesday,108,120.39,121.25,120.01,120.13,66501300,98.52
1365,6/8/2005,Wednesday,109,120.43,120.59,119.67,119.91,46881200,98.34
1366,6/9/2005,Thursday,110,119.74,120.58,119.44,120.48,56653300,98.81
1367,6/10/2005,Friday,111,120.56,120.65,119.6,120.2,36465300,98.58
1368,6/13/2005,Monday,112,119.94,121.08,119.81,120.58,49383200,98.89
1369,6/14/2005,Tuesday,113,120.45,121.2,120.38,120.86,33857100,99.12
1370,6/15/2005,Wednesday,114,121.16,121.24,120.23,121.09,53195600,99.31
1371,6/16/2005,Thursday,115,121.06,121.64,120.92,121.4,46564500,99.56
1372,6/17/2005,Friday,116,121.54,121.9,121.22,121.36,51529400,99.93
1373,6/20/2005,Monday,117,121.08,121.84,120.94,121.4,41019400,99.96
1374,6/21/2005,Tuesday,118,121.5,121.65,121.03,121.47,39879800,100.02
1375,6/22/2005,Wednesday,119,121.68,121.94,121.07,121.57,46310100,100.1
1376,6/23/2005,Thursday,120,121.32,121.6,119.83,119.86,62185600,98.69
1377,6/24/2005,Friday,121,119.88,120.01,118.84,118.98,58572500,97.97
1378,6/27/2005,Monday,122,118.97,119.41,118.75,119.15,48183800,98.11
1379,6/28/2005,Tuesday,123,119.4,120.24,119.37,120.15,41174200,98.93
1380,6/29/2005,Wednesday,124,120.37,120.4,119.76,119.83,42316500,98.67
1381,6/30/2005,Thursday,125,120.22,120.32,118.95,119.18,62288800,98.13
1382,7/1/2005,Friday,126,119.45,119.8,119.21,119.53,49737500,98.42
1383,7/5/2005,Tuesday,127,119.25,120.65,119.19,120.49,51549000,99.21
1384,7/6/2005,Wednesday,128,120.39,120.65,119.41,119.48,52363600,98.38
1385,7/7/2005,Thursday,129,118.29,119.95,118.26,119.95,103268800,98.77
1386,7/8/2005,Friday,130,119.97,121.32,119.72,121.32,64491200,99.9
1387,7/11/2005,Monday,131,121.33,122.1,121.31,121.94,49688300,100.41
1388,7/12/2005,Tuesday,132,121.99,122.63,121.64,122.26,51871100,100.67
1389,7/13/2005,Wednesday,133,122.27,122.52,121.99,122.43,41182300,100.81
1390,7/14/2005,Thursday,134,122.98,123.44,122.49,122.91,63638800,101.21
1391,7/15/2005,Friday,135,122.79,123.04,122.36,122.84,56075900,101.15
1392,7/18/2005,Monday,136,122.5,122.63,122.05,122.35,56598400,100.74
1393,7/19/2005,Tuesday,137,122.71,123.11,122.41,123.02,59165700,101.3
1394,7/20/2005,Wednesday,138,122.59,123.73,122.3,123.44,69477000,101.64
1395,7/21/2005,Thursday,139,123.55,123.61,122.47,122.72,101110900,101.05
1396,7/22/2005,Friday,140,122.88,123.56,122.63,123.54,52607100,101.72
1397,7/25/2005,Monday,141,123.41,123.95,122.85,123.19,57301600,101.44
1398,7/26/2005,Tuesday,142,123.23,123.53,122.95,123.34,42758800,101.56
1399,7/27/2005,Wednesday,143,123.5,123.89,123.05,123.79,43181600,101.93
1400,7/28/2005,Thursday,144,123.96,124.64,123.64,124.57,47880700,102.57
1401,7/29/2005,Friday,145,124.41,124.63,123.5,123.74,62358100,101.89
1402,8/1/2005,Monday,146,123.83,124.04,123.45,123.65,40418200,101.82
1403,8/2/2005,Tuesday,147,123.87,124.6,123.74,124.39,45147400,102.42
1404,8/3/2005,Wednesday,148,124.25,124.74,124.12,124.72,36837200,102.7
1405,8/4/2005,Thursday,149,124.23,124.31,123.57,123.72,50855600,101.87
1406,8/5/2005,Friday,150,123.45,123.98,122.67,122.88,53595500,101.18
1407,8/8/2005,Monday,151,123.15,123.41,122.38,122.65,47616000,100.99
1408,8/9/2005,Tuesday,152,123.06,123.59,122.87,123.39,47170000,101.6
1409,8/10/2005,Wednesday,153,123.82,124.5,122.82,123.33,72863700,101.55
1410,8/11/2005,Thursday,154,123.27,124.03,123.01,123.82,58570200,101.96
1411,8/12/2005,Friday,155,123.57,123.69,122.75,123.06,54776900,101.33
1412,8/15/2005,Monday,156,123.22,123.87,122.83,123.82,36208500,101.96
1413,8/16/2005,Tuesday,157,123.44,123.52,122.09,122.21,71942100,100.63
1414,8/17/2005,Wednesday,158,122.19,122.87,122.03,122.2,62275100,100.62
1415,8/18/2005,Thursday,159,122.05,122.56,121.84,122.19,53388600,100.61
1416,8/19/2005,Friday,160,122.63,122.82,122.2,122.47,39842100,100.84
1417,8/22/2005,Monday,161,122.58,123.23,121.88,122.47,69912000,100.84
1418,8/23/2005,Tuesday,162,122.5,122.61,121.15,122.24,55168600,100.65
1419,8/24/2005,Wednesday,163,121.94,122.73,121.09,121.15,79104600,99.76
1420,8/25/2005,Thursday,164,121.35,121.67,121.21,121.59,35631100,100.12
1421,8/26/2005,Friday,165,121.48,121.49,120.68,120.76,61956800,99.44
1422,8/29/2005,Monday,166,120.41,121.78,120.38,121.69,56179200,100.2
1423,8/30/2005,Tuesday,167,121.25,121.3,120.39,121.05,74160200,99.67
1424,8/31/2005,Wednesday,168,121.19,122.66,120.74,122.58,102945200,100.93
1425,9/1/2005,Thursday,169,122.52,123.15,121.14,122.49,74578700,100.86
1426,9/2/2005,Friday,170,122.85,122.88,122.04,122.27,47653400,100.68
1427,9/6/2005,Tuesday,171,122.66,123.8,122.65,123.7,57251300,101.86
1428,9/7/2005,Wednesday,172,123.63,124.13,123.46,123.91,41749700,102.03
1429,9/8/2005,Thursday,173,123.66,124,123.31,123.5,39068700,101.69
1430,9/9/2005,Friday,174,123.83,124.74,123.8,124.6,43093900,102.6
1431,9/12/2005,Monday,175,124.45,124.67,124.27,124.35,33017600,102.39
1432,9/13/2005,Tuesday,176,124.13,124.42,123.52,123.66,58427500,101.82
1433,9/14/2005,Wednesday,177,123.74,123.92,123.02,123.21,57694600,101.45
1434,9/15/2005,Thursday,178,123.59,123.65,122.9,123.15,73156900,101.4
1435,9/16/2005,Friday,179,123.3,123.74,122.87,123.5,75424100,102.12
1436,9/19/2005,Monday,180,123.47,123.55,122.64,123.09,53355300,101.79
1437,9/20/2005,Tuesday,181,123.2,123.61,121.87,122.05,84480300,100.93
1438,9/21/2005,Wednesday,182,121.79,121.87,120.78,120.91,94469100,99.98
1439,9/22/2005,Thursday,183,120.95,121.66,120.44,121.34,84597200,100.34
1440,9/23/2005,Friday,184,121.24,121.89,120.9,121.44,59368100,100.42
1441,9/26/2005,Monday,185,122.02,122.24,121.08,121.58,70415400,100.54
1442,9/27/2005,Tuesday,186,121.52,121.99,121.02,121.55,66150800,100.51
1443,9/28/2005,Wednesday,187,121.93,122.12,121.2,121.67,58620500,100.61
1444,9/29/2005,Thursday,188,121.55,122.86,121.08,122.66,66607700,101.43
1445,9/30/2005,Friday,189,122.62,123.04,121.74,123.04,47824200,101.74
1446,10/3/2005,Monday,190,122.96,123.34,122.45,122.6,50994800,101.38
1447,10/4/2005,Tuesday,191,122.79,123.03,121.16,121.22,60776300,100.24
1448,10/5/2005,Wednesday,192,121.25,121.31,119.57,119.63,106052100,98.92
1449,10/6/2005,Thursday,193,119.78,120.26,118.17,119.2,140941800,98.57
1450,10/7/2005,Friday,194,119.7,120.05,119.13,119.61,75661400,98.91
1451,10/10/2005,Monday,195,119.68,119.71,118.3,118.6,52677000,98.07
1452,10/11/2005,Tuesday,196,118.99,119.39,118.32,118.43,75629800,97.93
1453,10/12/2005,Wednesday,197,118.39,119.13,117.41,117.5,100510400,97.16
1454,10/13/2005,Thursday,198,117.46,118.08,116.88,117.43,99052900,97.11
1455,10/14/2005,Friday,199,118.12,118.81,117.56,118.67,88651000,98.13
1456,10/17/2005,Monday,200,118.8,119.27,118.45,119.11,68109300,98.49
1457,10/18/2005,Tuesday,201,118.94,118.96,117.8,117.82,74996900,97.43
1458,10/19/2005,Wednesday,202,117.5,119.8,117.12,119.78,116563800,99.05
1459,10/20/2005,Thursday,203,119.49,119.81,117.3,117.67,131966700,97.3
1460,10/21/2005,Friday,204,118.29,118.78,117.51,118.13,96579500,97.68
1461,10/24/2005,Monday,205,118.44,120.09,118.41,119.96,71308400,99.2
1462,10/25/2005,Tuesday,206,119.72,120.24,118.94,119.72,76594500,99
1463,10/26/2005,Wednesday,207,119.51,120.54,119.19,119.37,80855800,98.71
1464,10/27/2005,Thursday,208,119.2,119.37,117.93,118.1,66623100,97.66
1465,10/28/2005,Friday,209,118.43,119.95,118.1,119.8,72322000,99.07
1466,10/31/2005,Monday,210,120.29,121.3,120.13,120.13,77698900,99.34
1467,11/1/2005,Tuesday,211,120.58,120.9,120.22,120.49,66365100,99.64
1468,11/2/2005,Wednesday,212,120.17,121.75,120.13,121.75,74012300,100.68
1469,11/3/2005,Thursday,213,122.15,122.66,121.75,122.27,84897600,101.11
1470,11/4/2005,Friday,214,122.4,122.46,121.55,122.11,59156000,100.98
1471,11/7/2005,Monday,215,122.37,122.62,121.85,122.23,46765400,101.07
1472,11/8/2005,Tuesday,216,121.93,122.42,121.79,122.23,42152800,101.07
1473,11/9/2005,Wednesday,217,122.08,122.95,121.86,122.39,57666800,101.21
1474,11/10/2005,Thursday,218,122.34,123.52,121.75,123.34,79048100,101.99
1475,11/11/2005,Friday,219,123.35,123.84,122.43,123.76,34867000,102.34
1476,11/14/2005,Monday,220,123.79,124.02,123.38,123.69,45092200,102.28
1477,11/15/2005,Tuesday,221,123.55,124.09,122.86,123.24,69592500,101.91
1478,11/16/2005,Wednesday,222,123.37,123.55,122.98,123.49,51133000,102.12
1479,11/17/2005,Thursday,223,123.68,124.65,123.14,124.64,55717500,103.07
1480,11/18/2005,Friday,224,125.06,125.28,124.33,125.13,72437200,103.47
1481,11/21/2005,Monday,225,125.15,125.91,124.98,125.76,50021200,103.99
1482,11/22/2005,Tuesday,226,125.56,126.52,125.42,126.3,66438800,104.44
1483,11/23/2005,Wednesday,227,126.25,127.41,126.21,127.03,50854700,105.04
1484,11/25/2005,Friday,228,126.98,127.22,126.81,127.13,15270000,105.13
1485,11/28/2005,Monday,229,127.25,127.27,126.04,126.23,54498500,104.38
1486,11/29/2005,Tuesday,230,126.65,126.98,126.09,126.09,51738900,104.27
1487,11/30/2005,Wednesday,231,126.16,126.52,125.29,125.41,56007200,103.7
1488,12/1/2005,Thursday,232,126.02,127.03,125.98,126.69,65468200,104.76
1489,12/2/2005,Friday,233,126.77,127.08,126.5,126.85,46699400,104.89
1490,12/5/2005,Monday,234,126.7,126.73,126.18,126.58,59273400,104.67
1491,12/6/2005,Tuesday,235,127.05,127.74,126.63,126.82,57935200,104.87
1492,12/7/2005,Wednesday,236,126.77,126.87,125.68,126.08,66816500,104.26
1493,12/8/2005,Thursday,237,126.22,126.82,125.48,126,62608600,104.19
1494,12/9/2005,Friday,238,126.16,126.78,125.82,126.33,50744500,104.46
1495,12/12/2005,Monday,239,126.71,126.86,125.96,126.45,48389900,104.56
1496,12/13/2005,Tuesday,240,126.42,127.7,126.29,127.31,88630900,105.28
1497,12/14/2005,Wednesday,241,127.19,128.09,127.14,127.81,64375000,105.69
1498,12/15/2005,Thursday,242,127.84,128,127.18,127.44,55900300,105.38
1499,12/16/2005,Friday,243,127.28,127.36,126.36,126.36,46238300,105.04
1500,12/19/2005,Monday,244,126.73,126.87,125.69,125.71,48733000,104.5
1501,12/20/2005,Tuesday,245,125.86,126.59,125.48,125.83,46603200,104.6
1502,12/21/2005,Wednesday,246,126.22,126.76,125.8,126.03,51806900,104.77
1503,12/22/2005,Thursday,247,126.31,126.69,126.08,126.69,32247900,105.32
1504,12/23/2005,Friday,248,126.78,126.86,126.42,126.76,27977300,105.38
1505,12/27/2005,Tuesday,249,126.96,127.05,125.38,125.47,44499500,104.3
1506,12/28/2005,Wednesday,250,125.74,125.99,125.5,125.75,30764300,104.54
1507,12/29/2005,Thursday,251,125.72,125.96,125.06,125.19,32788900,104.07
1508,12/30/2005,Friday,252,124.8,125.06,124.36,124.51,44645600,103.51
1509,1/3/2006,Tuesday,1,125.19,127,124.39,126.7,73256700,105.33
1510,1/4/2006,Wednesday,2,126.86,127.49,126.7,127.3,51899600,105.83
1511,1/5/2006,Thursday,3,127.15,127.59,126.88,127.38,47307500,105.89
1512,1/6/2006,Friday,4,128.02,128.58,127.36,128.44,62885900,106.77
1513,1/9/2006,Monday,5,128.42,129.06,128.38,128.77,43527400,107.05
1514,1/10/2006,Tuesday,6,128.39,128.98,128.26,128.9,44960800,107.16
1515,1/11/2006,Wednesday,7,129.02,129.44,128.73,129.31,49598900,107.5
1516,1/12/2006,Thursday,8,129.08,129.28,128.44,128.8,40509200,107.07
1517,1/13/2006,Friday,9,128.57,128.9,128.2,128.68,44856700,106.97
1518,1/17/2006,Tuesday,10,128.2,128.42,127.81,128.33,52066600,106.68
1519,1/18/2006,Wednesday,11,127.58,128.9,127.16,127.82,75067600,106.26
1520,1/19/2006,Thursday,12,128.13,128.77,127.81,128.31,81530400,106.66
1521,1/20/2006,Friday,13,128.28,128.31,125.97,125.97,114957800,104.72
1522,1/23/2006,Monday,14,126.21,126.82,126.13,126.42,67017400,105.09
1523,1/24/2006,Tuesday,15,126.63,127.15,126.42,126.55,53008800,105.2
1524,1/25/2006,Wednesday,16,127.04,127.18,125.84,126.66,87747700,105.29
1525,1/26/2006,Thursday,17,127.25,127.67,126.76,127.36,71294000,105.88
1526,1/27/2006,Friday,18,127.66,128.66,127.45,128.54,65771200,106.86
1527,1/30/2006,Monday,19,128.44,128.81,128.35,128.44,33709600,106.77
1528,1/31/2006,Tuesday,20,128.32,128.54,127.49,127.5,72937000,105.99
1529,2/1/2006,Wednesday,21,127.82,128.43,127.72,128.39,63561000,106.73
1530,2/2/2006,Thursday,22,128.1,128.14,126.8,126.9,83626900,105.49
1531,2/3/2006,Friday,23,126.58,128.39,126.14,126.27,86040400,104.97
1532,2/6/2006,Monday,24,126.44,126.8,126.17,126.6,45511900,105.24
1533,2/7/2006,Tuesday,25,126.38,126.66,125.4,125.48,71208100,104.31
1534,2/8/2006,Wednesday,26,125.85,128.1,125.6,126.62,59422200,105.26
1535,2/9/2006,Thursday,27,126.92,127.6,126.37,126.41,62023300,105.09
1536,2/10/2006,Friday,28,126.43,127.13,125.45,126.64,64508700,105.28
1537,2/13/2006,Monday,29,126.6,126.79,125.95,126.41,52308700,105.09
1538,2/14/2006,Tuesday,30,126.46,128.03,126.21,127.75,90964400,106.2
1539,2/15/2006,Wednesday,31,127.68,128.32,127.24,128.2,85471300,106.57
1540,2/16/2006,Thursday,32,128.34,129.21,128.18,129.16,61017900,107.37
1541,2/17/2006,Friday,33,129.05,129.16,128.58,128.81,40342600,107.08
1542,2/21/2006,Tuesday,34,129.11,129.4,128.29,128.49,46456300,106.81
1543,2/22/2006,Wednesday,35,128.77,129.65,128.65,129.27,42326700,107.46
1544,2/23/2006,Thursday,36,129.27,129.64,128.28,129.08,43423200,107.3
1545,2/24/2006,Friday,37,129.11,129.48,128.76,129.41,36777400,107.58
1546,2/27/2006,Monday,38,129.4,130.04,129.28,129.46,35858600,107.62
1547,2/28/2006,Tuesday,39,129.2,129.91,128.13,128.23,74394800,106.6
1548,3/1/2006,Wednesday,40,128.6,129.49,128.5,129.37,48641600,107.55
1549,3/2/2006,Thursday,41,128.9,129.42,128.61,129.36,60642300,107.54
1550,3/3/2006,Friday,42,128.67,130.07,128.65,128.76,73402500,107.04
1551,3/6/2006,Monday,43,129.14,129.18,127.85,128.17,57478400,106.55
1552,3/7/2006,Tuesday,44,127.86,128.06,127.4,127.97,61780800,106.38
1553,3/8/2006,Wednesday,45,127.7,128.44,127.18,128.24,66692400,106.61
1554,3/9/2006,Thursday,46,128.28,128.68,127.38,127.38,56313600,105.89
1555,3/10/2006,Friday,47,127.71,128.84,127.44,128.59,60490800,106.9
1556,3/13/2006,Monday,48,128.84,129.16,128.53,128.83,45479100,107.1
1557,3/14/2006,Tuesday,49,128.71,130.23,128.61,130.18,69877300,108.22
1558,3/15/2006,Wednesday,50,130.15,130.86,129.85,130.76,53398900,108.7
1559,3/16/2006,Thursday,51,131.01,131.47,130.84,131.03,65526400,108.93
1560,3/17/2006,Friday,52,130.68,130.9,130.38,130.62,47286800,109.02
1561,3/20/2006,Monday,53,130.64,130.9,130.21,130.41,45538500,108.84
1562,3/21/2006,Tuesday,54,130.37,130.99,129.45,129.59,87102700,108.16
1563,3/22/2006,Wednesday,55,129.51,130.51,129.45,130.38,51605700,108.82
1564,3/23/2006,Thursday,56,130.26,130.39,129.66,130.11,46704200,108.59
1565,3/24/2006,Friday,57,129.99,130.57,129.74,130.21,43209200,108.67
1566,3/27/2006,Monday,58,130.03,130.28,129.74,130.02,32523000,108.52
1567,3/28/2006,Tuesday,59,129.93,130.53,129.05,129.22,82079900,107.85
1568,3/29/2006,Wednesday,60,129.41,130.5,129.29,130.03,61505700,108.52
1569,3/30/2006,Thursday,61,130.11,130.98,129.55,129.8,70571700,108.33
1570,3/31/2006,Friday,62,130.02,130.24,129.37,129.83,62925600,108.36
1571,4/3/2006,Monday,63,130.07,130.87,129.49,129.73,61624700,108.27
1572,4/4/2006,Tuesday,64,129.73,130.73,129.36,130.56,54809300,108.97
1573,4/5/2006,Wednesday,65,130.61,131.28,130.38,131.01,50607200,109.34
1574,4/6/2006,Thursday,66,130.85,131.21,130.19,130.87,57906200,109.23
1575,4/7/2006,Friday,67,131.06,131.4,129.35,129.54,80180900,108.12
1576,4/10/2006,Monday,68,129.74,130.08,129.26,129.74,41496500,108.28
1577,4/11/2006,Tuesday,69,129.85,130.06,128.25,128.64,72799400,107.36
1578,4/12/2006,Wednesday,70,128.77,129.13,128.61,128.88,43033700,107.56
1579,4/13/2006,Thursday,71,128.59,129.25,128.31,128.71,51051800,107.42
1580,4/17/2006,Monday,72,128.83,129.31,128.02,128.66,64167700,107.38
1581,4/18/2006,Tuesday,73,128.93,130.94,128.93,130.7,92531800,109.08
1582,4/19/2006,Wednesday,74,130.75,131.07,130.24,130.95,87269000,109.29
1583,4/20/2006,Thursday,75,131,131.86,130.6,131.13,86005500,109.44
1584,4/21/2006,Friday,76,131.69,131.79,130.62,131.15,72342600,109.46
1585,4/24/2006,Monday,77,130.89,131.07,130.38,130.91,52546400,109.26
1586,4/25/2006,Tuesday,78,131.04,131.12,129.92,130.37,84359800,108.81
1587,4/26/2006,Wednesday,79,130.5,131.14,130.3,130.4,67262400,108.83
1588,4/27/2006,Thursday,80,129.9,131.63,129.59,131.03,124478600,109.36
1589,4/28/2006,Friday,81,130.79,131.75,130.71,131.47,55854400,109.73
1590,5/1/2006,Monday,82,131.47,131.8,130.32,130.4,64990300,108.83
1591,5/2/2006,Tuesday,83,131.01,131.46,130.74,131.38,49063500,109.65
1592,5/3/2006,Wednesday,84,131.15,131.32,130.45,130.89,60821300,109.24
1593,5/4/2006,Thursday,85,131.08,131.62,130.97,131.36,42921400,109.63
1594,5/5/2006,Friday,86,132.05,132.8,131.85,132.52,62588200,110.6
1595,5/8/2006,Monday,87,132.51,132.77,132.36,132.36,30016700,110.47
1596,5/9/2006,Tuesday,88,132.42,132.77,132.31,132.62,29864000,110.69
1597,5/10/2006,Wednesday,89,132.41,132.75,131.89,132.55,64378200,110.63
1598,5/11/2006,Thursday,90,132.51,132.55,130.52,130.95,80626900,109.29
1599,5/12/2006,Friday,91,130.36,130.72,129.19,129.24,91726500,107.87
1600,5/15/2006,Monday,92,128.79,129.74,128.61,129.5,84029300,108.08
1601,5/16/2006,Tuesday,93,129.76,130,129.01,129.31,62137600,107.92
1602,5/17/2006,Wednesday,94,128.67,129.1,126.77,126.85,144789500,105.87
1603,5/18/2006,Thursday,95,127.35,127.75,126.11,126.21,87906300,105.34
1604,5/19/2006,Friday,96,126.87,127.49,125.8,127.1,124309400,106.08
1605,5/22/2006,Monday,97,126.28,127.17,125.5,126.13,110852800,105.27
1606,5/23/2006,Tuesday,98,127.18,127.63,125.17,125.17,92006500,104.47
1607,5/24/2006,Wednesday,99,125.68,126.89,124.76,126.17,168405000,105.3
1608,5/25/2006,Thursday,100,126.92,127.73,126.43,127.73,78977900,106.6
1609,5/26/2006,Friday,101,128.01,128.38,127.51,128.38,62989700,107.15
1610,5/30/2006,Tuesday,102,127.97,128,126.05,126.1,72419900,105.24
1611,5/31/2006,Wednesday,103,126.62,127.51,126.2,127.51,86926200,106.42
1612,6/1/2006,Thursday,104,127.38,128.94,127.27,128.73,73721700,107.44
1613,6/2/2006,Friday,105,129.25,129.43,128.32,129,91702600,107.66
1614,6/5/2006,Monday,106,128.85,128.86,126.77,127.12,86105100,106.1
1615,6/6/2006,Tuesday,107,127.21,127.38,125.76,126.81,130498600,105.84
1616,6/7/2006,Wednesday,108,126.91,127.65,125.79,125.86,108599400,105.04
1617,6/8/2006,Thursday,109,125.58,126.5,123.87,125.75,204957200,104.95
1618,6/9/2006,Friday,110,126.36,126.96,125.29,125.35,94972200,104.62
1619,6/12/2006,Monday,111,125.88,125.93,123.82,123.99,95815900,103.48
1620,6/13/2006,Tuesday,112,123.74,124.84,122.55,122.55,185688800,102.28
1621,6/14/2006,Wednesday,113,122.84,123.63,122.34,123.5,163566400,103.07
1622,6/15/2006,Thursday,114,123.95,126.36,123.86,126.12,134057000,105.26
1623,6/16/2006,Friday,115,125.29,125.56,124.46,124.65,94253500,104.49
1624,6/19/2006,Monday,116,125.4,125.48,123.55,123.67,95804400,103.67
1625,6/20/2006,Tuesday,117,124.01,124.81,123.72,124.09,65494700,104.02
1626,6/21/2006,Wednesday,118,124,125.7,123.96,125.01,75008200,104.8
1627,6/22/2006,Thursday,119,124.95,125.06,124.04,124.46,74566100,104.33
1628,6/23/2006,Friday,120,124.33,125.3,124.03,124.44,54107000,104.32
1629,6/26/2006,Monday,121,124.54,125.06,124.25,124.99,37899600,104.78
1630,6/27/2006,Tuesday,122,125.01,125.29,123.77,123.91,69780200,103.87
1631,6/28/2006,Wednesday,123,124.19,124.77,123.65,124.75,62368100,104.58
1632,6/29/2006,Thursday,124,125.2,127.35,125.17,127.27,110634800,106.69
1633,6/30/2006,Friday,125,127.54,127.66,126.96,127.28,54227800,106.7
1634,7/3/2006,Monday,126,127.43,128.01,127.31,127.8,23914000,107.13
1635,7/5/2006,Wednesday,127,127.29,127.45,126.52,127.07,69653400,106.52
1636,7/6/2006,Thursday,128,127.2,127.85,127.08,127.44,50100300,106.83
1637,7/7/2006,Friday,129,127.19,127.56,126.29,126.61,81626500,106.14
1638,7/10/2006,Monday,130,126.94,127.43,126.41,126.85,60964100,106.34
1639,7/11/2006,Tuesday,131,126.61,127.41,125.94,127.41,73640800,106.81
1640,7/12/2006,Wednesday,132,127.15,127.4,125.72,126.05,82561300,105.67
1641,7/13/2006,Thursday,133,125.45,125.68,124,124,102405700,103.95
1642,7/14/2006,Friday,134,124.13,124.26,122.83,123.52,103242500,103.55
1643,7/17/2006,Monday,135,123.52,124.1,123.15,123.34,81159000,103.4
1644,7/18/2006,Tuesday,136,123.71,124.05,122.39,123.97,122771000,103.92
1645,7/19/2006,Wednesday,137,124.18,126.26,123.72,125.69,133565300,105.37
1646,7/20/2006,Thursday,138,126.12,126.3,124.66,124.83,112259800,104.64
